"","T_CNR4_Avg","SW_in_HQ_temp_Avg","Tair_15m_Avg"
"2957",18.20025,18.70919,19.57609
"2958",16.12572,16.32548,16.96967
"2959",15.41615,15.738,16.72761
"2960",15.72014,16.22996,17.37832
"2961",15.9521,16.38298,17.31843
"2962",16.52458,16.93035,17.81224
"2963",16.79927,17.04199,17.76909
"2964",16.40595,16.62535,17.3926
"2965",16.37487,16.60014,17.36358
"2966",16.48462,16.69524,17.43596
"2967",15.88325,16.0567,16.78708
"2968",15.4416,15.79099,16.71923
"2969",16.33223,16.62867,17.69859
"2970",17.73527,17.8313,18.91403
"2971",19.15903,18.96178,19.86264
"2972",20.25013,19.75297,20.63542
"2973",21.43918,20.76011,21.51587
"2974",22.41482,21.57995,22.18556
"2975",23.65499,22.61563,23.06568
"2976",24.79381,23.61578,23.78423
"2977",25.66451,24.33231,24.20657
"2978",26.81671,25.35133,25.02803
"2979",27.79355,26.2131,25.76832
"2980",28.8717,27.20547,26.66605
"2981",29.58574,27.84439,27.26142
"2982",30.57781,28.87,28.22775
"2983",31.49124,29.68061,28.96352
"2984",32.66808,30.61737,29.85444
"2985",33.505,31.32748,30.56059
"2986",33.69266,31.72528,31.0989
"2987",34.34964,32.3729,31.80508
"2988",34.44854,32.55513,31.99139
"2989",34.2613,32.57117,32.16049
"2990",34.38406,32.90431,32.45675
"2991",34.56288,33.17604,32.64316
"2992",34.29333,33.22484,32.8279
"2993",33.88836,33.15778,32.87213
"2994",32.75378,32.54915,32.48118
"2995",31.5426,31.74191,31.87481
"2996",29.57657,30.05759,30.33972
"2997",27.00301,27.55386,28.18899
"2998",25.03172,25.62906,26.56895
"2999",24.11387,24.71012,25.64901
"3000",23.22965,23.80744,24.77017
"3001",22.1062,22.63801,23.50378
"3002",20.66497,21.11019,21.96873
"3003",20.06375,20.54492,21.66345
"3004",19.10074,19.73796,20.94298
"3005",18.90648,19.49902,20.54944
"3006",17.95203,18.44125,19.36765
"3007",17.70904,18.10071,18.98057
"3008",17.07288,17.40262,18.22291
"3009",16.916,17.21709,18.10278
"3010",17.73396,18.17797,19.08067
"3011",17.42934,17.82993,18.70434
"3012",17.21863,17.76476,18.72367
"3013",17.55192,17.96829,18.82484
"3014",17.20976,17.54256,18.34837
"3015",17.03484,17.37745,18.1944
"3016",17.26925,17.6912,18.67518
"3017",18.08315,18.43218,19.58051
"3018",19.40796,19.52378,20.82774
"3019",21.2016,21.00573,22.22513
"3020",22.60505,22.09612,23.02524
"3021",23.65295,22.88762,23.69035
"3022",24.94411,23.98752,24.68673
"3023",26.18868,25.01022,25.50997
"3024",27.5475,26.11529,26.33528
"3025",28.74698,27.2273,27.06864
"3026",30.06133,28.43586,28.10081
"3027",31.24,29.51419,29.05308
"3028",32.28415,30.48012,29.91807
"3029",33.28762,31.26506,30.60139
"3030",34.69477,32.58224,31.74036
"3031",36.25164,33.76106,32.85823
"3032",37.03708,34.42303,33.47536
"3033",37.74752,35.19808,34.28585
"3034",37.89904,35.31268,34.51962
"3035",37.65469,35.25566,35.15346
"3036",37.76736,35.46378,35.1244
"3037",37.06289,35.07302,34.4913
"3038",37.11463,35.31319,34.72874
"3039",36.1663,34.71627,34.25307
"3040",35.57965,34.55009,34.17474
"3041",35.47811,34.826,34.72797
"3042",34.22504,33.93823,34.0173
"3043",32.91805,33.13642,33.46959
"3044",31.34057,31.96652,32.55711
"3045",28.95581,29.51101,30.16862
"3046",26.81936,27.28965,28.10378
"3047",25.57749,26.00102,26.84765
"3048",24.54479,24.88453,25.73556
"3049",23.36612,23.73804,24.61687
"3050",22.22614,22.60762,23.55441
"3051",21.56874,21.99334,23.07124
"3052",20.52581,20.99749,22.1839
"3053",19.86839,20.23008,21.24338
"3054",19.37486,19.73363,20.82075
"3055",19.42481,19.83538,20.85213
"3056",18.42373,18.81474,19.93569
"3057",17.638,18.06485,19.35396
"3058",17.53451,18.00953,19.26996
"3059",16.80222,17.04514,17.93588
"3060",15.79485,16.18671,17.31323
"3061",15.21731,15.57193,16.68548
"3062",15.68835,16.03279,17.00555
"3063",16.06546,16.32483,17.20929
"3064",17.09857,17.49182,18.40873
"3065",18.42889,18.76446,19.77872
"3066",19.54161,19.58397,20.72404
"3067",20.77656,20.55668,21.56651
"3068",22.29901,21.81455,22.75045
"3069",23.49286,22.71937,23.56165
"3070",24.64844,23.61385,24.35438
"3071",26.11175,24.88265,25.39693
"3072",27.71727,26.22653,26.4503
"3073",28.96321,27.37643,27.22447
"3074",30.25563,28.49323,28.18675
"3075",31.66981,29.76042,29.28616
"3076",32.65571,30.55744,29.93057
"3077",33.69743,31.6575,30.9164
"3078",35.12819,32.90824,32.04679
"3079",37.03505,34.56388,33.55758
"3080",38.46883,35.73265,34.50256
"3081",39.33376,36.60475,35.29142
"3082",39.64761,37.1031,35.93212
"3083",39.59886,37.11853,36.45037
"3084",38.61654,36.40628,36.11907
"3085",38.72838,36.66749,36.33782
"3086",37.92498,36.24071,36.05811
"3087",36.07782,35.15163,35.25101
"3088",36.16494,35.43147,35.5425
"3089",35.31399,34.94483,35.44845
"3090",34.24667,34.21986,35.00553
"3091",33.31663,33.72497,34.49639
"3092",31.86922,32.46315,33.23369
"3093",29.15375,29.80911,30.51347
"3094",26.92492,27.75554,28.8455
"3095",25.30979,26.41766,27.86626
"3096",24.28697,25.43331,27.0674
"3097",23.59594,24.1945,25.09167
"3098",23.1297,23.6773,24.70073
"3099",23.34243,23.98173,25.0856
"3100",22.37488,22.79808,23.71329
"3101",20.45654,20.82262,21.77493
"3102",20.65504,21.46534,22.99571
"3103",19.91779,20.34187,21.11146
"3104",19.36749,19.76235,20.55126
"3105",19.46115,19.8287,20.63609
"3106",18.90171,19.18046,19.99637
"3107",18.78051,19.15996,20.13231
"3108",17.75584,17.99935,18.80062
"3109",16.57667,16.87132,17.80527
"3110",15.86782,16.13218,17.05046
"3111",16.15722,16.71828,17.85345
"3112",16.60686,16.9628,17.97707
"3113",17.64635,17.90966,19.36582
"3114",18.86042,18.92084,20.45496
"3115",21.07021,20.78915,22.33629
"3116",23.38964,22.67306,24.22848
"3117",25.02483,23.87253,24.9847
"3118",26.4899,25.2067,26.09215
"3119",28.40421,26.84407,27.53391
"3120",30.19201,28.36327,28.68252
"3121",31.81833,29.74293,29.62629
"3122",33.26654,30.98227,30.5688
"3123",34.16351,31.81571,31.22692
"3124",35.88894,33.37203,32.56788
"3125",37.01306,34.33916,33.21281
"3126",38.53346,35.70489,34.75264
"3127",39.34007,36.70509,35.77443
"3128",39.27909,36.65961,35.8631
"3129",38.84495,36.36172,35.92792
"3130",38.60059,36.30438,36.13047
"3131",38.22277,36.21913,36.13589
"3132",38.10657,36.28386,36.30113
"3133",36.27649,35.2927,35.56662
"3134",35.96484,35.13275,35.41565
"3135",35.96474,35.22142,35.45596
"3136",35.28286,34.72827,35.1617
"3137",34.70652,34.33922,34.82264
"3138",33.65049,33.49125,34.29685
"3139",32.23615,32.33664,33.25614
"3140",30.57524,30.94384,31.87094
"3141",28.99244,29.49622,30.35702
"3142",27.9636,28.39282,29.13766
"3143",27.63508,28.04293,28.81854
"3144",27.61735,27.96709,28.71601
"3145",26.8868,27.22209,27.98333
"3146",25.46619,25.75956,26.49451
"3147",24.4481,24.66609,25.42205
"3148",23.72504,23.96017,24.74826
"3149",23.25005,23.53423,24.38157
"3150",23.15865,23.44755,24.26063
"3151",23.06016,23.25578,24.01925
"3152",22.73001,22.91175,23.66417
"3153",22.29858,22.48175,23.25156
"3154",22.15861,22.27515,22.99443
"3155",21.93432,22.03639,22.7625
"3156",21.54323,21.65824,22.40743
"3157",20.96925,21.07125,21.80609
"3158",20.56148,20.62648,21.33173
"3159",20.50177,20.5149,21.18588
"3160",20.45452,20.45391,21.14837
"3161",20.76838,20.72289,21.47936
"3162",21.28417,21.19305,21.92701
"3163",22.74729,22.41516,23.24428
"3164",23.38939,23.03691,23.63918
"3165",24.78866,24.21576,24.90635
"3166",26.76809,25.67669,26.58637
"3167",27.44065,26.28292,26.85707
"3168",28.28664,26.88012,27.37413
"3169",30.55709,28.71578,28.84511
"3170",32.1226,30.07017,29.74419
"3171",33.0601,30.75878,30.3658
"3172",34.4417,32.0099,31.67913
"3173",35.87092,33.40745,32.80874
"3174",36.16018,33.5901,33.03676
"3175",35.79179,33.62546,33.26199
"3176",35.85746,33.92667,33.60162
"3177",36.24589,34.44857,34.16808
"3178",36.41052,34.78829,34.53359
"3179",36.15841,34.8306,34.63484
"3180",36.0099,34.86333,34.69269
"3181",36.0111,34.86034,34.7517
"3182",35.43586,34.61887,34.43268
"3183",35.12584,34.45919,34.3322
"3184",34.34402,33.88948,33.82079
"3185",33.73587,33.38422,33.47098
"3186",32.79581,32.65099,32.89886
"3187",31.7838,31.8021,32.15507
"3188",30.3835,30.53174,31.03239
"3189",28.60663,28.74203,29.37787
"3190",27.08221,27.30822,28.00157
"3191",26.14568,26.37088,27.0761
"3192",25.17533,25.38572,26.1582
"3193",24.14068,24.39041,25.23093
"3194",23.58524,23.79271,24.55347
"3195",23.10044,23.24753,23.9691
"3196",22.32726,22.49108,23.23506
"3197",21.95762,22.03598,22.71568
"3198",21.27931,21.31681,21.9812
"3199",20.74209,20.82688,21.49969
"3200",19.83427,19.90424,20.63954
"3201",19.22876,19.29775,20.04211
"3202",18.8003,18.89333,19.65443
"3203",18.10336,18.26964,19.14188
"3204",17.38218,17.53922,18.36343
"3205",16.58448,16.75636,17.76682
"3206",16.08735,16.44032,17.47073
"3207",15.77364,16.02421,16.9468
"3208",15.8784,16.10627,17.1336
"3209",16.88234,16.97796,18.1817
"3210",18.01507,17.86611,19.17375
"3211",18.90847,18.43458,19.80259
"3212",19.96802,19.19465,20.38511
"3213",20.92388,19.77864,20.80907
"3214",21.44761,20.15621,21.0479
"3215",22.15723,20.67768,21.32498
"3216",23.29542,21.59416,22.09084
"3217",24.35763,22.53931,22.69323
"3218",25.07244,23.20518,23.12465
"3219",26.12446,24.17745,23.96384
"3220",26.59863,24.59974,24.3942
"3221",27.18647,25.38531,25.06711
"3222",28.34528,26.56928,26.07443
"3223",28.57341,27.01273,26.41443
"3224",29.22528,27.49707,26.98374
"3225",29.06849,27.39873,27.07273
"3226",28.5457,27.15713,27.18717
"3227",28.90756,27.54756,27.58252
"3228",28.01904,26.94835,27.10153
"3229",28.20059,27.13375,27.27489
"3230",27.48352,26.61042,26.88078
"3231",25.8941,25.36517,25.75724
"3232",24.64046,24.20076,24.61575
"3233",23.87553,23.53427,23.89465
"3234",23.16661,22.87509,23.26193
"3235",22.23188,22.08809,22.55885
"3236",21.41135,21.38638,21.95485
"3237",20.62437,20.65583,21.28481
"3238",20.16195,20.19493,20.78904
"3239",19.77057,19.76369,20.3216
"3240",19.42808,19.34015,19.86644
"3241",18.89973,18.81886,19.33593
"3242",18.25533,18.17845,18.70437
"3243",17.34662,17.25445,17.7649
"3244",16.41598,16.33892,16.88081
"3245",15.54027,15.53276,16.11123
"3246",15.47933,15.51586,16.05619
"3247",15.30949,15.31597,15.82893
"3248",15.09827,15.12671,15.63338
"3249",15.05587,15.13614,15.60315
"3250",14.59827,14.6031,15.11449
"3251",13.55213,13.54986,14.05391
"3252",13.12323,13.1604,13.69327
"3253",12.74298,12.7803,13.29732
"3254",12.38387,12.41361,12.95239
"3255",12.14163,12.21192,12.76147
"3256",12.23974,12.35408,13.00937
"3257",12.94056,13.06343,14.16644
"3258",13.83057,13.75344,14.81483
"3259",14.85232,14.61925,15.82882
"3260",15.47261,15.13548,16.18974
"3261",16.31619,15.80302,16.77854
"3262",17.0784,16.37552,17.289
"3263",17.87246,16.95071,17.71975
"3264",18.50547,17.57117,18.04509
"3265",19.38472,18.42452,18.65791
"3266",20.19321,19.06658,19.20987
"3267",20.86085,19.61791,19.67865
"3268",21.31803,20.11755,20.13739
"3269",21.85092,20.62169,20.76838
"3270",21.86665,20.7897,21.00993
"3271",22.3912,21.12743,21.20978
"3272",22.98935,21.6501,21.70674
"3273",23.5787,22.17076,22.10808
"3274",23.73075,22.29791,22.35808
"3275",24.1585,22.74345,22.77722
"3276",24.51099,22.98067,22.9349
"3277",23.9389,22.68504,22.75128
"3278",24.39352,23.162,23.25286
"3279",23.24925,22.45508,22.77322
"3280",23.46583,22.69913,22.93631
"3281",23.43431,22.7939,23.10935
"3282",22.62591,22.2411,22.64065
"3283",21.20201,21.11568,21.61153
"3284",20.168,20.18023,20.79393
"3285",19.65479,19.64901,20.27004
"3286",19.21695,19.17281,19.76972
"3287",18.13745,18.22555,18.85988
"3288",17.08604,17.20953,17.88223
"3289",16.27503,16.4183,17.05873
"3290",15.50656,15.58648,16.26833
"3291",14.90468,14.95703,15.61801
"3292",14.42777,14.49192,15.16644
"3293",14.12517,14.17898,14.88076
"3294",13.65329,13.71321,14.47851
"3295",12.96904,13.06098,13.94311
"3296",12.26696,12.39692,13.28692
"3297",11.98385,12.12297,12.99836
"3298",12.01041,12.11942,12.92729
"3299",11.70894,11.81151,12.62878
"3300",11.2181,11.28285,12.02988
"3301",10.79967,10.86598,11.61025
"3302",10.46355,10.55947,11.30907
"3303",10.17272,10.23955,11.06871
"3304",9.701363,9.848065,11.0556
"3305",9.791917,9.909016,11.67688
"3306",11.13675,10.98364,12.72205
"3307",13.55031,13.01338,15.33147
"3308",15.51734,14.62142,16.26602
"3309",16.6457,15.3617,16.81247
"3310",17.72495,16.14431,17.65306
"3311",19.93394,17.998,19.03826
"3312",20.54662,18.47761,18.8471
"3313",21.88184,19.60972,19.64512
"3314",22.23301,20.16058,19.67318
"3315",23.24467,21.1469,20.57115
"3316",23.78922,21.6829,20.93792
"3317",24.08725,21.98725,21.21103
"3318",24.29186,22.28139,21.67884
"3319",24.87503,23.01677,22.40172
"3320",25.13697,23.30093,22.7708
"3321",25.98574,24.0902,23.4029
"3322",26.71498,24.81936,24.32956
"3323",26.07115,24.60571,24.15055
"3324",25.91582,24.64075,24.34097
"3325",25.34289,24.46541,24.32291
"3326",25.5391,24.74208,24.42675
"3327",24.6337,23.98578,24.0613
"3328",24.121,23.64196,23.91076
"3329",23.28271,22.98291,23.39276
"3330",22.96889,22.72606,23.17273
"3331",22.42427,22.22524,22.69445
"3332",21.94088,21.72757,22.21365
"3333",21.24837,21.16383,21.70888
"3334",20.43594,20.31415,20.8083
"3335",19.54893,19.31893,20.18496
"3336",15.09648,15.23268,16.1799
"3337",16.49788,15.05518,15.91736
"3338",15.33188,14.23752,15.20842
"3339",15.476,13.71206,14.63826
"3340",13.98215,13.47649,14.37774
"3341",13.00971,13.12094,13.97657
"3342",13.22708,13.2534,14.02704
"3343",13.24554,13.16248,13.84153
"3344",12.89155,12.81836,13.41561
"3345",12.05255,12.05017,12.66037
"3346",11.50246,11.5587,12.20318
"3347",11.45171,11.08617,11.74847
"3348",13.0842,10.62029,11.29038
"3349",12.99954,10.0985,10.79955
"3350",12.89274,9.68773,10.45973
"3351",12.80204,9.9112,10.55952
"3352",12.55815,10.32443,11.15676
"3353",11.04119,10.92142,12.02028
"3354",11.52119,11.46489,12.50499
"3355",12.47782,12.22085,13.19593
"3356",13.65107,13.26832,14.1848
"3357",14.90892,14.36907,15.16847
"3358",16.23545,15.49326,16.25708
"3359",17.28774,16.3448,16.99508
"3360",18.39661,17.25418,17.56553
"3361",19.51446,18.18176,18.25093
"3362",20.32315,18.86902,18.87744
"3363",21.17764,19.62885,19.48308
"3364",21.78477,20.20327,19.91337
"3365",22.93858,20.94748,20.61506
"3366",23.51859,21.60947,21.16386
"3367",23.51566,21.67474,21.15354
"3368",24.05369,22.21393,21.78624
"3369",24.6008,22.77338,22.21731
"3370",25.05423,23.24524,22.94169
"3371",25.2008,23.50139,23.36705
"3372",25.06839,23.46062,23.23004
"3373",24.91054,23.48074,23.36504
"3374",24.89517,23.63014,23.30488
"3375",24.74999,23.57581,23.49203
"3376",24.36479,23.43359,23.40353
"3377",24.11565,23.46118,23.56657
"3378",23.52418,23.14019,23.38469
"3379",22.65515,22.58603,22.97512
"3380",21.56793,21.7203,22.25274
"3381",19.90868,20.11199,20.81872
"3382",18.46633,18.79007,19.59053
"3383",17.58707,17.85774,18.6015
"3384",16.62643,16.91188,17.72005
"3385",15.71007,16.08569,17.07064
"3386",15.19976,15.55801,16.60303
"3387",14.29315,14.61353,15.60703
"3388",13.5698,13.89508,15.01367
"3389",12.83633,13.21319,14.33519
"3390",12.49905,12.96168,13.9638
"3391",12.26636,12.66266,13.57035
"3392",11.62957,11.97911,12.83119
"3393",11.17226,11.41676,12.21897
"3394",10.524,10.76054,11.64477
"3395",10.28604,10.55254,11.45546
"3396",10.08354,10.31501,11.24642
"3397",9.325661,9.629796,10.7251
"3398",8.892597,9.295538,10.59143
"3399",8.794252,9.102567,10.07551
"3400",9.085987,9.430339,10.49759
"3401",9.867359,10.14876,11.93712
"3402",11.62636,11.63285,14.60304
"3403",14.51995,14.07129,16.27287
"3404",16.68615,15.72939,17.19426
"3405",18.56775,17.28362,18.37626
"3406",20.20764,18.74082,19.64845
"3407",21.90993,20.27787,20.88959
"3408",23.49536,21.75426,21.90394
"3409",25.06973,23.09129,22.84498
"3410",26.30401,24.3908,23.93805
"3411",27.19748,25.34671,24.76179
"3412",28.43287,26.485,25.87473
"3413",30.0041,27.88298,27.19617
"3414",30.85663,28.72996,28.0013
"3415",31.39542,29.38936,28.61555
"3416",32.30917,30.13759,29.37252
"3417",32.29643,30.23381,29.22997
"3418",32.12307,30.0146,29.67583
"3419",32.2179,30.42668,30.38485
"3420",31.52091,29.87932,29.78967
"3421",31.23471,29.94564,29.96012
"3422",30.16031,29.2177,29.38521
"3423",29.13484,28.47902,28.77216
"3424",28.42597,27.99346,28.42198
"3425",28.06395,27.74264,28.1662
"3426",26.98479,26.92775,27.50212
"3427",26.74825,26.70962,27.45947
"3428",25.7683,25.90133,26.70987
"3429",24.20709,24.51328,25.28078
"3430",22.9499,23.25128,24.05497
"3431",22.07369,22.39159,23.19121
"3432",21.45535,21.73347,22.43073
"3433",20.53349,20.90604,21.6656
"3434",20.17286,20.4522,21.17234
"3435",19.70528,19.93527,20.68608
"3436",19.06991,19.21242,19.8952
"3437",18.54176,18.658,19.33466
"3438",18.09143,18.2003,18.86963
"3439",17.57409,17.66429,18.35234
"3440",17.10514,17.20267,17.90599
"3441",16.53138,16.60459,17.2784
"3442",16.09668,16.25377,17.07313
"3443",15.2474,15.52324,16.44781
"3444",14.1735,14.52686,15.57565
"3445",13.58927,13.85789,14.76696
"3446",12.40522,12.64647,13.4805
"3447",12.58702,12.77945,13.61131
"3448",11.97258,12.21648,13.30992
"3449",12.38426,12.65214,14.00479
"3450",13.91656,13.92264,15.06627
"3451",15.13835,14.84862,15.91133
"3452",16.65135,16.03756,17.15937
"3453",18.04505,17.13149,18.12447
"3454",19.69936,18.42333,19.44386
"3455",21.18341,19.54445,20.36854
"3456",22.81619,20.95289,21.55031
"3457",24.3042,22.38914,22.3689
"3458",25.36094,23.51117,23.13923
"3459",26.42989,24.50495,23.9654
"3460",27.35315,25.26178,24.7462
"3461",27.69381,25.76325,25.18316
"3462",28.45979,26.37226,25.8781
"3463",28.48854,26.55864,26.04645
"3464",28.87503,27.02154,26.4438
"3465",28.98916,27.19592,26.9082
"3466",28.7704,27.17575,26.95667
"3467",29.23363,27.56054,27.46423
"3468",29.28591,27.73209,27.62651
"3469",28.7088,27.4323,27.48433
"3470",28.70113,27.5345,27.48026
"3471",28.23846,27.34524,27.4512
"3472",27.40868,26.78786,26.98977
"3473",26.71619,26.31424,26.68895
"3474",25.76241,25.57057,26.09793
"3475",25.94117,25.86705,26.31454
"3476",24.36184,24.32319,24.88753
"3477",23.09936,23.21715,23.80551
"3478",22.04192,22.16262,22.80667
"3479",21.31041,21.48775,22.1569
"3480",20.47632,20.68668,21.34559
"3481",19.81474,20.04963,20.79385
"3482",19.32442,19.57465,20.27591
"3483",18.84401,19.13398,19.89306
"3484",18.14518,18.43091,19.27286
"3485",17.55614,17.8787,18.8036
"3486",16.79499,17.05,17.90258
"3487",16.09677,16.35662,17.20757
"3488",15.80838,16.07042,16.93961
"3489",15.37966,15.63279,16.51856
"3490",14.27386,14.51464,15.45072
"3491",13.46614,13.75593,14.6914
"3492",12.66572,12.88339,13.71423
"3493",11.72439,11.90179,12.83422
"3494",11.2612,11.55836,12.63668
"3495",11.88277,12.45724,14.02048
"3496",12.09229,12.60731,14.10718
"3497",12.98172,13.40565,15.83113
"3498",14.79074,14.80254,16.71149
"3499",17.04699,16.65271,18.87782
"3500",19.19935,18.28022,20.31145
"3501",21.18126,19.80787,22.03673
"3502",22.9653,21.29292,22.86448
"3503",24.57633,22.6796,23.70083
"3504",25.66896,23.50223,24.16417
"3505",26.77925,24.6426,24.55438
"3506",28.16679,25.85091,25.47785
"3507",28.90311,26.57013,26.48139
"3508",29.55596,27.07147,26.73213
"3509",29.29426,26.9637,26.59384
"3510",29.02464,27.01079,26.71251
"3511",29.09656,27.09347,26.8011
"3512",29.47504,27.48574,27.12818
"3513",29.70457,27.67609,27.33863
"3514",29.62922,27.9118,27.68404
"3515",29.74402,28.21877,28.1018
"3516",29.92393,28.40684,28.22304
"3517",29.45929,28.13904,28.0902
"3518",29.0619,27.96689,27.88112
"3519",29.07439,28.16005,28.09061
"3520",28.9005,28.20256,28.24008
"3521",28.09181,27.66025,27.86702
"3522",27.25755,27.09186,27.37604
"3523",26.64212,26.67857,27.0365
"3524",25.53345,25.72065,26.18496
"3525",24.0354,24.36026,25.01761
"3526",22.18507,22.69848,23.63028
"3527",21.09493,21.64553,22.57497
"3528",20.35024,20.86834,21.72047
"3529",20.20113,20.66913,21.51233
"3530",20.49073,20.87266,21.69275
"3531",20.4507,20.73369,21.40414
"3532",20.04223,20.14708,20.73923
"3533",19.67401,19.73345,20.27826
"3534",18.97162,19.03122,19.70711
"3535",18.03582,18.14788,18.92765
"3536",17.79081,17.92739,18.76666
"3537",17.00826,17.20723,18.20203
"3538",16.49181,16.65564,17.59804
"3539",16.18188,16.436,17.45127
"3540",16.47861,16.81148,17.79243
"3541",16.2758,16.59869,17.56298
"3542",15.75358,16.02883,17.123
"3543",15.15906,15.4978,16.69026
"3544",14.6232,15.03557,16.30356
"3545",13.9824,14.25693,15.67815
"3546",15.61554,15.71136,17.81782
"3547",18.48709,18.09448,20.17866
"3548",19.77814,18.87419,20.03446
"3549",20.74012,19.6259,20.51761
"3550",21.92229,20.46864,21.23722
"3551",23.39186,21.70386,22.32161
"3552",24.92176,23.03396,23.1971
"3553",25.7986,23.78452,23.74748
"3554",26.3455,24.36809,24.26903
"3555",28.35368,25.96268,25.18658
"3556",26.0534,24.44199,24.01908
"3557",26.12492,24.82821,24.17958
"3558",26.09734,24.76672,24.14072
"3559",26.54684,25.17253,24.44633
"3560",26.63574,25.2085,24.52351
"3561",26.92393,25.45896,24.96102
"3562",27.18668,25.75109,25.12364
"3563",27.11802,25.70026,25.06979
"3564",27.08928,25.61184,25.04784
"3565",26.872,25.63663,25.26678
"3566",26.76902,25.61433,25.37124
"3567",26.60145,25.50892,25.1266
"3568",26.47001,25.54841,25.13777
"3569",25.60701,25.03306,24.98824
"3570",24.88113,24.69539,24.79378
"3571",24.0064,24.1347,24.3248
"3572",22.75675,23.12264,23.49932
"3573",20.99728,21.39713,22.02467
"3574",19.40161,19.80583,20.70686
"3575",18.18347,18.7108,19.77544
"3576",17.13956,17.60481,18.54065
"3577",16.75899,17.20284,18.13439
"3578",16.53483,17.11516,18.32352
"3579",15.74623,16.29595,17.38539
"3580",14.32616,14.67877,15.58577
"3581",14.05629,14.61029,15.80484
"3582",12.43188,12.85564,13.70123
"3583",11.86228,12.28328,13.43375
"3584",11.00168,11.3918,12.39612
"3585",10.84643,11.26416,12.31522
"3586",10.22183,10.64802,11.83849
"3587",10.0308,10.5999,11.89455
"3588",8.881146,9.193129,10.22261
"3589",8.753234,9.064316,10.23582
"3590",8.920246,9.436428,10.95852
"3591",9.24817,9.945327,11.40443
"3592",9.373168,9.849904,10.86944
"3593",9.916208,10.1845,11.73801
"3594",11.90691,11.88995,13.58306
"3595",14.35597,13.93676,15.407
"3596",16.20512,15.53275,16.59305
"3597",17.98793,17.0935,18.01472
"3598",19.64995,18.61057,19.33386
"3599",21.17001,19.8861,20.41332
"3600",22.53814,21.11095,21.32803
"3601",23.69827,21.97685,21.76974
"3602",25.00254,23.04881,22.57292
"3603",26.29044,24.07754,23.42723
"3604",27.97747,25.48833,24.76105
"3605",28.05826,25.64202,25.24775
"3606",28.86615,26.39788,25.82744
"3607",29.26911,26.76175,25.79462
"3608",29.71219,27.2788,26.32604
"3609",29.83581,27.43421,26.92335
"3610",30.0132,27.71819,27.38743
"3611",30.17267,28.16033,27.84775
"3612",30.55545,28.54974,28.28093
"3613",29.80371,28.20749,28.135
"3614",29.28202,28.00749,27.92753
"3615",28.90564,27.85373,27.86158
"3616",28.80536,27.93497,27.88249
"3617",28.16163,27.58637,27.69089
"3618",27.49567,27.22811,27.60786
"3619",26.36926,26.42274,26.92371
"3620",25.21074,25.58202,26.25449
"3621",23.37092,23.94747,24.79716
"3622",21.19923,21.90899,22.84466
"3623",19.82231,20.55113,21.4293
"3624",19.05059,19.69678,20.48046
"3625",18.26403,18.6367,19.38319
"3626",18.67922,19.00685,19.72584
"3627",18.29661,18.54086,19.26873
"3628",17.17586,17.36271,18.08597
"3629",16.58686,16.72631,17.44486
"3630",16.25316,16.3833,17.10281
"3631",15.97783,16.14274,16.88771
"3632",15.12219,15.40306,16.34125
"3633",13.54843,14.00513,15.26887
"3634",12.62751,13.29789,14.61083
"3635",12.11166,12.49301,13.27758
"3636",11.2568,11.59016,12.35441
"3637",11.12744,11.40547,12.27844
"3638",11.30053,11.50343,12.38749
"3639",10.75635,10.97263,11.91883
"3640",9.867739,10.11175,11.25936
"3641",10.44256,10.7331,12.73375
"3642",12.3037,12.30472,14.85404
"3643",14.52846,14.16597,15.78104
"3644",16.38358,15.63718,17.12748
"3645",18.22076,16.93032,18.82693
"3646",19.9668,18.21628,19.97196
"3647",21.72672,19.58079,21.00533
"3648",23.64305,21.20463,22.10196
"3649",24.47171,21.94402,21.63412
"3650",25.66093,23.08463,22.54783
"3651",26.94585,24.22181,23.75505
"3652",28.56297,25.72422,25.01188
"3653",29.58114,26.62042,25.64226
"3654",30.07487,27.34541,26.29754
"3655",29.48509,27.34341,26.44779
"3656",29.60621,27.68017,26.90835
"3657",30.13134,28.1833,27.38377
"3658",30.09766,28.17077,27.61994
"3659",30.07094,28.29478,28.01794
"3660",29.4923,28.08317,27.91543
"3661",29.08569,27.81133,27.72776
"3662",28.91781,27.71675,27.80182
"3663",28.26377,27.44575,27.5136
"3664",29.03901,28.12511,27.97775
"3665",28.8703,28.055,28.01868
"3666",28.38527,27.86887,28.12374
"3667",27.96833,27.85161,28.03628
"3668",26.89013,26.86502,27.29939
"3669",24.94718,25.05795,25.81372
"3670",23.06095,23.4675,24.44812
"3671",22.03987,22.58559,23.62207
"3672",21.18037,21.62135,22.47418
"3673",19.97535,20.25015,20.93521
"3674",19.97688,20.17896,20.9095
"3675",19.42644,19.52546,20.19701
"3676",18.83023,18.8732,19.49848
"3677",17.94468,17.96749,18.57446
"3678",17.31448,17.3245,17.90594
"3679",16.55104,16.56915,17.184
"3680",15.83902,15.87896,16.51301
"3681",15.14619,15.19347,15.85009
"3682",14.26543,14.37083,15.073
"3683",13.59066,13.64078,14.33982
"3684",12.84251,12.91598,13.68497
"3685",12.4691,12.56407,13.34352
"3686",11.85578,11.95891,12.80387
"3687",11.49699,11.65199,12.64336
"3688",10.89381,11.18713,12.57396
"3689",11.4873,11.7639,14.39959
"3690",13.01731,12.90389,14.95498
"3691",14.42451,14.05456,15.62454
"3692",15.70023,15.00785,16.42466
