"","T_CNR4_Avg","SW_in_HQ_temp_Avg","Tair_15m_Avg"
"1",15.95675,15.09261,15.24308
"2",16.85702,16.06428,16.13602
"3",17.84574,17.07668,16.94628
"4",18.54361,17.71544,17.4314
"5",19.21276,18.32868,17.94166
"6",19.49714,18.64615,18.20384
"7",19.97546,19.11667,18.63599
"8",20.44921,19.62411,19.15182
"9",20.93721,20.10368,19.61877
"10",20.84078,20.11411,19.83624
"11",21.25226,20.51818,20.32659
"12",21.18165,20.53327,20.41126
"13",21.15608,20.56387,20.61984
"14",21.02077,20.56966,20.61991
"15",20.90686,20.59797,20.86688
"16",20.45868,20.35732,20.7268
"17",19.80857,19.94992,20.34982
"18",18.67079,19.0527,19.55408
"19",16.86563,17.49481,18.34283
"20",14.92109,15.76711,16.85298
"21",14.14945,14.97665,15.97216
"22",13.2383,13.76394,14.48721
"23",11.64909,12.16563,12.94185
"24",10.75766,11.34683,12.30548
"25",9.890049,10.55338,11.69986
"26",9.866443,10.3953,11.33008
"27",9.598908,9.966223,10.73631
"28",8.442368,8.689263,9.357168
"29",8.1379,8.391488,9.102644
"30",7.841301,8.076015,8.846316
"31",7.808849,8.140862,9.039507
"32",7.895992,8.254572,9.090376
"33",7.697905,8.028174,8.831334
"34",7.058445,7.355036,8.114328
"35",7.392406,7.742168,8.628675
"36",8.123435,8.400031,9.156056
"37",8.636092,8.832353,9.47825
"38",8.001856,8.14303,8.750955
"39",7.862732,8.082798,8.732728
"40",8.047635,8.304354,8.951663
"41",7.988925,8.143345,8.753141
"42",7.463921,7.609003,8.203844
"43",7.666451,7.80513,8.520847
"44",8.717096,8.782744,9.617367
"45",10.07475,9.930083,10.72202
"46",11.22129,10.90328,11.60961
"47",12.21605,11.76567,12.32746
"48",13.4233,12.83133,13.30623
"49",14.6244,13.89001,14.23202
"50",15.24654,14.49889,14.54996
"51",16.56531,15.76192,15.6325
"52",17.49603,16.6478,16.35076
"53",18.36976,17.47042,17.0937
"54",18.94139,17.99942,17.58486
"55",19.74437,18.72747,18.23973
"56",20.40776,19.43961,18.99235
"57",20.73219,19.81926,19.33336
"58",21.09074,20.20989,19.92588
"59",21.14113,20.33623,20.11363
"60",21.32156,20.56288,20.4493
"61",21.2657,20.6897,20.7356
"62",21.3008,20.84572,20.89122
"63",20.22689,20.02284,20.34729
"64",19.78522,19.65652,20.14088
"65",19.3225,19.29027,19.87297
"66",18.64382,18.70611,19.36538
"67",17.65233,17.84624,18.58441
"68",16.65851,16.93755,17.67654
"69",15.74415,16.11598,16.92693
"70",14.78223,15.30142,16.1792
"71",13.66484,14.15904,14.99042
"72",12.88912,13.39216,14.27674
"73",11.88751,12.38821,13.27954
"74",10.46948,11.0688,12.31975
"75",11.14717,11.7742,12.83748
"76",11.74269,12.12216,12.82103
"77",9.746327,9.874808,10.46739
"78",9.580226,9.766283,10.70378
"79",9.647655,9.746083,10.59138
"80",9.46062,9.475829,10.25048
"81",10.1548,10.19994,10.90996
"82",10.62241,10.72086,11.48647
"83",9.894587,10.03501,10.64484
"84",9.906322,10.04556,10.7633
"85",9.832864,9.944948,10.58951
"86",9.937698,10.12884,10.83527
"87",10.69427,10.79668,11.44045
"88",10.38873,10.38966,10.97859
"89",10.16265,10.27665,10.91048
"90",10.02796,10.22499,10.84674
"91",10.50199,10.62109,11.19725
"92",11.36396,11.31836,11.81678
"93",11.87803,11.71061,12.17123
"94",12.69223,12.43305,12.81839
"95",13.85312,13.36,13.81338
"96",14.97498,14.23386,14.76501
"97",15.85857,15.13222,15.45232
"98",16.86026,16.01066,16.09154
"99",18.02655,17.14091,17.00394
"100",18.90308,17.95795,17.67665
"101",19.66922,18.64393,18.26756
"102",19.96234,18.93462,18.50586
"103",20.50448,19.60624,19.17687
"104",20.71339,19.81676,19.38298
"105",21.05593,20.20118,19.74347
"106",21.06379,20.23819,19.96999
"107",20.83608,20.08776,19.9216
"108",20.69654,20.02202,19.93581
"109",20.24269,19.62357,19.67815
"110",19.72721,19.25673,19.33732
"111",18.52366,18.26771,18.54705
"112",17.9597,17.77889,18.1228
"113",16.94987,16.91702,17.25579
"114",15.93309,15.92931,16.33869
"115",14.7539,14.83092,15.38759
"116",14.02581,14.11953,14.69547
"117",13.39846,13.48858,14.1119
"118",12.71465,12.83306,13.54555
"119",12.06369,12.20144,12.91716
"120",11.6053,11.78254,12.57562
"121",11.63421,11.81975,12.58998
"122",11.64667,11.79627,12.5706
"123",11.76391,11.84548,12.60378
"124",12.15876,12.20878,12.96212
"125",12.49987,12.50131,13.18107
"126",12.33637,12.37608,13.03104
"127",11.9228,11.99974,12.63126
"128",11.91868,11.93526,12.59717
"129",11.64356,11.62355,12.3582
"130",11.21832,11.15509,11.90639
"131",10.66967,10.6889,11.47085
"132",10.50233,10.58724,11.34873
"133",10.53576,10.62579,11.37824
"134",9.983658,10.05787,10.82993
"135",10.80655,9.551317,10.32566
"136",12.26314,9.367117,10.13204
"137",12.24955,9.259398,10.01444
"138",12.39573,9.126081,9.913834
"139",12.76025,9.480848,10.20054
"140",13.01186,10.80489,11.55516
"141",11.56959,11.10108,11.62101
"142",11.93191,11.6251,12.2001
"143",13.68448,13.08628,13.72493
"144",14.57969,13.86748,14.29383
"145",15.82564,14.96501,15.23027
"146",16.46452,15.61309,15.86273
"147",17.63151,16.62003,16.71942
"148",19.5186,18.08043,17.89222
"149",19.89048,18.46929,18.26252
"150",20.88323,19.48463,19.31086
"151",21.17398,19.79672,19.47517
"152",20.57772,19.3705,19.31329
"153",18.8724,18.14461,18.70864
"154",15.89963,14.82862,15.93318
"155",19.61088,15.73022,15.76389
"156",20.56334,17.33665,17.7966
"157",19.50154,18.68802,19.8041
"158",18.00312,17.86,18.72585
"159",17.86885,17.91315,18.52599
"160",17.63979,17.78181,18.29921
"161",16.82302,17.00333,17.65388
"162",15.84666,16.11786,16.90328
"163",14.84844,15.37161,16.30741
"164",14.41733,15.03343,15.87639
"165",13.92394,14.44161,15.3028
"166",13.76424,14.29703,15.25795
"167",12.93949,13.20298,13.81797
"168",12.67481,12.85883,13.68742
"169",12.42162,12.66665,13.53112
"170",12.19497,12.37767,13.07066
"171",12.11627,12.28859,13.02997
"172",12.18627,12.32145,13.05141
"173",11.82357,11.96763,12.68843
"174",11.32212,11.50963,12.31405
"175",11.15711,11.24195,11.99159
"176",13.83453,11.09212,11.82483
"177",14.64566,10.81635,11.65277
"178",14.7663,10.46384,11.31751
"179",14.62579,10.01053,10.94207
"180",14.10327,9.762595,10.63407
"181",13.6908,9.86357,10.6703
"182",15.18479,9.056047,10.21226
"183",15.7096,8.63325,9.95175
"184",15.43421,8.507873,9.642687
"185",15.11562,8.099245,9.016423
"186",15.27414,7.873919,9.039697
"187",14.14369,8.008301,9.185174
"188",16.31491,10.02553,12.30289
"189",14.11964,11.83452,14.07014
"190",14.17246,13.11149,14.65855
"191",15.08202,14.27501,15.10691
"192",16.36002,15.40606,16.02034
"193",17.85818,16.64835,17.10053
"194",18.57274,17.52463,17.47971
"195",19.60164,18.50602,18.26712
"196",20.24552,19.19748,18.66007
"197",21.58862,20.54484,19.92831
"198",21.44444,20.4243,20.00887
"199",22.14497,21.11523,20.48462
"200",22.57054,21.49817,20.94614
"201",22.78105,21.73635,21.19344
"202",22.70514,21.69944,21.4698
"203",21.87426,21.04929,21.10738
"204",21.25128,20.63445,20.95821
"205",22.40874,21.73004,21.96768
"206",22.63008,21.99451,22.12285
"207",22.24135,21.75351,21.98972
"208",21.34871,21.12529,21.54119
"209",20.81323,20.81019,21.19452
"210",20.04016,20.11803,20.4967
"211",18.52719,18.72104,19.24503
"212",16.916,17.26802,17.98631
"213",15.32871,15.84578,16.98458
"214",14.6845,15.25951,16.54626
"215",14.2208,14.79951,15.69827
"216",13.48881,13.83298,14.53074
"217",13.90355,14.08101,14.75403
"218",13.07581,13.22561,13.84728
"219",12.48292,12.62062,13.26158
"220",12.1603,12.35515,13.0534
"221",12.0386,12.21276,12.89032
"222",11.57156,11.72705,12.4003
"223",11.01418,11.15917,11.83951
"224",10.84734,11.00098,11.66111
"225",10.72635,10.87078,11.5334
"226",10.53425,10.69329,11.32262
"227",10.60489,10.73963,11.39365
"228",10.24472,10.35355,10.96761
"229",9.966216,10.07913,10.68985
"230",9.517286,9.61741,10.22046
"231",9.283786,9.377041,9.961858
"232",8.784061,8.902278,9.530624
"233",8.527687,8.616907,9.228388
"234",8.535059,8.640738,9.241843
"235",9.114299,9.237505,9.976434
"236",10.12651,10.13164,10.96438
"237",11.51586,11.32637,12.19527
"238",13.22862,12.87667,13.64755
"239",15.17516,14.61131,15.31293
"240",16.13938,15.4141,15.94415
"241",16.49264,15.72117,15.98524
"242",16.90952,16.13692,16.14855
"243",16.47349,15.74552,15.55192
"244",17.04604,16.35849,16.02347
"245",17.67944,16.94436,16.61288
"246",17.82291,17.17432,16.85078
"247",18.08772,17.43395,17.11253
"248",18.52164,17.80038,17.46726
"249",18.44962,17.70802,17.36699
"250",18.18403,17.60956,17.52277
"251",18.2569,17.65613,17.60778
"252",17.95161,17.40176,17.41788
"253",18.11919,17.6104,17.73891
"254",18.04017,17.57829,17.69761
"255",17.27155,16.95022,17.19196
"256",16.58054,16.43773,16.68323
"257",15.85659,15.81957,16.06349
"258",14.8311,14.90057,15.14085
"259",13.69153,13.78984,14.14177
"260",12.82896,12.96903,13.39746
"261",12.41658,12.59169,13.04393
"262",12.03228,12.20655,12.64633
"263",11.81549,12.01525,12.48244
"264",11.10192,11.39552,12.00716
"265",10.43553,10.88771,11.6058
"266",10.03219,10.54905,11.33059
"267",10.0982,10.59183,11.36547
"268",10.0314,10.50024,11.25631
"269",9.263655,9.632848,10.31939
"270",7.883636,8.325553,9.364615
"271",6.867124,7.356227,8.278518
"272",6.561711,7.105146,8.113681
"273",5.750072,6.387266,7.593394
"274",4.560277,4.943114,5.84058
"275",6.623828,3.499754,4.91821
"276",6.166447,3.722032,4.947312
"277",6.274727,3.366193,4.232957
"278",7.063915,2.589643,3.562958
"279",6.363879,2.331909,3.222054
"280",5.743214,2.125428,2.936637
"281",6.112894,2.813709,3.670556
"282",6.984837,3.447027,4.46101
"283",8.121703,3.459249,5.010323
"284",6.719782,4.817521,6.588414
"285",7.740235,7.079732,8.466844
"286",9.178766,8.540361,9.450045
"287",10.52521,9.713383,10.42508
"288",12.14683,10.94302,11.54905
"289",13.65715,12.16322,12.46381
"290",15.21641,13.52309,13.33953
"291",16.90518,15.0527,14.53401
"292",18.05709,16.12598,15.152
"293",18.53964,16.55754,15.62274
"294",18.10242,16.262,15.42424
"295",18.28305,16.68668,15.85273
"296",18.82972,17.17446,16.35704
"297",18.71202,17.06956,16.4025
"298",18.71861,17.21783,16.95365
"299",18.687,17.3347,17.03858
"300",18.68491,17.57319,17.3324
"301",18.49883,17.46596,17.58631
"302",17.60011,16.92962,16.98768
"303",16.33447,15.99371,16.2699
"304",15.90657,15.65707,16.01311
"305",15.28514,15.13062,15.54792
"306",14.69165,14.61967,15.10639
"307",14.02211,14.01694,14.56576
"308",13.705,13.684,14.23219
"309",13.12496,13.08946,13.57218
"310",10.43194,10.50141,11.09248
"311",8.466704,8.750287,9.446356
"312",7.749917,7.989573,8.72226
"313",9.179708,7.530498,8.264082
"314",10.20093,7.272771,8.117403
"315",10.87367,7.175139,8.120234
"316",10.75945,7.163291,8.147518
"317",10.9776,7.15027,8.163975
"318",11.88021,7.130223,8.222779
"319",11.28819,7.114194,8.071678
"320",10.91583,7.160806,8.030565
"321",10.72951,7.183314,7.982351
"322",11.22391,7.179271,8.047268
"323",11.35685,7.151192,8.063345
"324",12.25425,7.197639,8.172994
"325",11.59518,7.35488,8.219549
"326",11.8726,7.390574,8.340569
"327",11.99825,7.20928,8.117446
"328",10.01996,6.579513,7.465874
"329",11.0302,6.173658,7.346611
"330",13.0112,6.290868,7.573421
"331",13.11523,6.5642,7.856584
"332",13.68188,7.279433,8.567516
"333",12.29728,8.288888,9.233706
"334",11.39918,8.324584,9.02245
"335",10.0657,8.09443,8.757112
"336",8.715569,7.851833,8.53667
"337",8.63964,8.486553,9.120171
"338",8.755203,8.729851,9.239035
"339",9.18185,9.20935,9.524444
"340",10.88044,10.60979,10.55994
"341",10.92569,10.54469,10.7465
"342",9.75254,9.622779,10.14332
"343",10.71394,10.62848,10.85601
"344",11.65641,11.45031,11.61857
"345",13.17647,12.65938,12.40238
"346",12.80152,12.27982,12.48314
"347",14.06376,13.37788,13.29586
"348",14.15867,13.42147,13.5052
"349",12.57868,12.24126,12.60674
"350",11.16241,10.90813,11.42336
"351",12.19985,11.69447,12.18355
"352",10.88962,10.58158,10.87081
"353",10.78613,10.54215,10.70835
"354",9.86392,9.632318,9.991776
"355",9.271745,9.107228,9.548462
"356",8.815858,8.715728,9.200929
"357",8.410019,8.342678,8.881988
"358",8.471611,8.350224,8.888091
"359",8.152604,8.124365,8.671526
"360",7.662285,7.656749,8.143814
"361",7.077281,7.112536,7.616324
"362",6.465648,6.497446,7.046173
"363",5.976296,6.004787,6.558528
"364",6.06597,5.715382,6.263182
"365",6.955787,6.020665,6.570907
"366",7.955676,5.90276,6.492275
"367",9.422359,5.489461,6.21664
"368",9.677002,5.553378,6.247838
"369",9.292356,5.341452,6.026029
"370",9.225177,4.957398,5.755079
"371",9.681513,5.479648,6.18471
"372",10.00985,5.935971,6.570535
"373",10.03773,6.242364,6.802551
"374",9.825966,6.391793,6.918842
"375",10.04571,6.306837,6.886483
"376",10.04977,6.23206,6.83855
"377",9.594698,6.211172,6.840948
"378",9.116584,6.24862,6.872646
"379",9.161,6.56405,7.10265
"380",8.565426,6.655269,7.146921
"381",8.830808,6.725091,7.172087
"382",9.708711,7.562533,8.028169
"383",9.788281,8.682648,9.100341
"384",9.110803,8.762138,9.129107
"385",8.936399,8.722805,9.182498
"386",9.019883,8.886294,9.363907
"387",10.3846,9.942059,10.04651
"388",10.37722,10.00276,10.241
"389",11.63378,11.10169,10.95219
"390",12.12608,11.4657,11.49895
"391",12.17732,11.58056,11.65066
"392",11.74174,11.29517,11.48713
"393",12.1316,11.70614,11.82002
"394",12.01387,11.57279,11.79434
"395",11.7583,11.24077,11.09247
"396",12.2689,11.66556,11.59296
"397",11.4975,11.12592,11.28203
"398",11.72446,11.41831,11.67759
"399",11.16033,10.94593,11.34949
"400",10.14157,9.985585,10.44896
"401",10.38705,10.2796,10.66056
"402",11.04221,10.94276,11.22889
"403",10.00804,9.993574,10.43165
"404",9.238691,9.243074,9.739668
"405",9.111869,9.190878,9.71692
"406",8.997683,8.964598,9.436362
"407",8.892628,8.763638,9.209101
"408",8.678207,8.618987,9.109219
"409",8.519516,8.441891,8.989241
"410",8.473695,8.337917,8.903488
"411",7.827149,7.870089,8.57599
"412",9.078201,7.400873,8.13905
"413",9.623886,7.324394,8.013223
"414",9.935349,7.217286,7.95009
"415",10.10946,7.257406,7.968044
"416",10.01959,7.406457,8.063628
"417",10.42356,7.306279,8.071143
"418",10.71592,7.341938,8.123502
"419",10.71533,7.530551,8.22599
"420",10.52127,7.807701,8.426126
"421",10.29351,7.774026,8.400787
"422",10.39929,7.66226,8.315331
"423",10.73207,7.738157,8.377415
"424",10.78265,7.801348,8.453057
"425",10.97541,7.444868,8.26639
"426",11.67748,7.367671,8.290249
"427",12.33972,7.828753,8.709268
"428",12.50405,8.216334,8.980903
"429",12.90484,8.829929,9.498667
"430",11.5687,9.212257,9.76632
"431",10.33429,9.719326,10.26238
"432",10.9269,10.41259,10.86038
"433",11.61713,11.04713,11.44837
"434",12.44236,11.80072,12.10291
"435",13.48522,12.65046,12.91059
"436",14.4647,13.49042,13.57321
"437",14.78897,13.76327,13.93701
"438",14.24028,13.52676,13.73045
"439",14.23784,13.48431,13.785
"440",12.89037,12.49718,13.04099
"441",13.98225,13.43293,13.82514
"442",13.82637,13.34315,13.71051
"443",12.54245,12.31879,12.81447
"444",12.71955,12.39733,13.23691
"445",11.63499,11.51597,12.22861
"446",12.85026,10.6163,11.48377
"447",14.49594,10.34727,11.18321
"448",13.20748,10.08617,10.74658
"449",12.38449,9.882595,10.50303
"450",11.85506,9.596713,10.22011
"451",11.83411,9.484363,10.11306
"452",11.88955,9.534985,10.14555
"453",12.11697,9.503032,10.13565
"454",12.35406,9.525872,10.18125
"455",12.65671,9.561082,10.23901
"456",13.30424,9.568862,10.32794
"457",14.46134,9.616443,10.5141
"458",13.91579,9.614991,10.46498
"459",13.20322,9.587157,10.36401
"460",12.92327,9.584751,10.31055
"461",12.93492,9.595631,10.3295
"462",12.84739,9.589194,10.2837
"463",12.88733,9.554094,10.31235
"464",12.57022,9.617367,10.3385
"465",12.76376,9.648614,10.38346
"466",12.90298,9.6908,10.42851
"467",12.71417,9.73909,10.45467
"468",13.00022,9.727576,10.47819
"469",13.68666,9.814578,10.6366
"470",13.51301,10.47535,11.23335
"471",14.30276,10.31908,11.26497
"472",14.36971,10.12251,11.09483
"473",13.84856,10.30744,11.18302
"474",13.44675,10.54549,11.33723
"475",13.82385,10.67928,11.5027
"476",14.71588,10.92749,11.85657
"477",14.99189,11.64458,12.76485
"478",14.84282,11.83362,12.50027
"479",15.66365,12.48915,13.0958
"480",13.87351,12.97369,13.65222
"481",13.41471,13.26566,13.79723
"482",14.90979,14.54765,14.85704
"483",15.90812,15.49109,15.58973
"484",16.46432,16.04622,15.89196
"485",17.17348,16.65358,16.28889
"486",17.15911,16.70669,16.16885
"487",17.15297,16.65705,16.45835
"488",17.632,16.94178,16.79883
"489",17.60544,17.01066,16.93135
"490",18.90353,18.05649,17.69648
"491",17.76311,17.08768,17.25062
"492",18.07983,17.50398,17.63508
"493",18.7826,18.12249,18.11417
"494",17.37775,16.9142,17.16997
"495",16.19435,15.89482,16.18337
"496",15.92802,15.6688,16.02206
"497",14.43721,14.25907,14.68687
"498",13.83214,13.81934,14.36295
"499",13.14638,13.22142,13.83226
"500",12.34839,12.46984,13.11667
"501",12.11212,12.15996,12.77997
"502",12.15667,12.11819,12.67802
"503",11.72838,11.74997,12.29009
"504",10.60525,10.7496,11.38652
"505",9.55383,9.757792,10.47451
"506",8.706709,9.037958,9.989779
"507",8.473534,8.862052,9.824147
"508",8.316533,8.655335,9.533193
"509",8.081084,8.351732,9.148345
"510",9.163131,7.533531,8.441933
"511",11.43648,7.353806,8.351796
"512",12.4101,7.304678,8.54563
"513",12.32507,7.102463,8.108492
"514",11.46819,6.814598,7.727531
"515",11.75564,7.923416,8.647051
"516",12.33764,8.20774,8.895472
"517",12.44525,7.98543,8.672733
"518",13.15204,7.880238,8.695471
"519",13.05026,7.685316,8.55421
"520",13.00941,7.661113,8.574102
"521",12.21843,7.878936,8.658782
"522",11.18313,7.977861,8.667106
"523",11.99898,8.675515,9.470356
"524",11.17608,8.409322,9.099462
"525",11.87661,8.899779,9.538642
"526",11.87946,9.376924,9.924118
"527",13.05839,10.52491,11.04081
"528",12.24827,11.18013,11.59684
"529",11.01819,10.64444,11.2944
"530",10.23301,8.614964,9.477705
"531",11.21545,9.228123,9.721098
"532",13.11268,11.62275,11.93497
"533",12.59317,12.55983,12.84299
"534",13.87296,13.91896,13.99576
"535",15.32443,15.23843,15.04492
"536",15.30813,14.99115,15.08111
"537",17.12129,16.52673,16.24768
"538",17.33859,16.83273,16.68013
"539",17.52444,16.87334,16.73581
"540",17.6659,17.03275,16.93308
"541",17.71554,17.15848,17.16616
"542",17.81269,17.34818,17.43014
"543",17.35454,16.97934,17.10745
"544",16.19448,16.00012,16.31016
"545",15.49156,15.53059,15.84405
"546",15.31037,15.3287,15.56393
"547",14.06773,14.10905,14.53621
"548",13.05553,13.14361,13.63359
"549",12.33098,12.43497,12.99339
"550",11.81925,11.89161,12.44284
"551",11.59396,11.58006,12.08646
"552",11.45517,11.43076,11.93334
"553",11.12074,11.12167,11.70245
"554",10.63411,10.66966,11.25969
"555",10.38627,10.40115,11.02132
"556",9.711803,9.716986,10.26122
"557",9.283183,9.320918,9.871549
"558",8.583087,8.664377,9.276411
"559",8.234369,8.378767,8.972882
"560",8.149818,8.269353,8.819856
"561",8.233698,8.318785,8.870985
"562",8.608214,8.63169,9.194142
"563",8.694346,8.68335,9.248456
"564",8.829226,8.19426,8.868727
"565",10.40269,8.023507,8.587594
"566",10.02206,7.950907,8.445181
"567",9.864686,7.883259,8.363404
"568",10.09435,8.07234,8.548068
"569",10.10234,8.021401,8.527373
"570",9.975735,8.150201,8.69069
"571",9.999924,9.021958,9.99713
"572",10.57094,10.35872,11.4286
"573",11.57464,11.2333,12.17494
"574",12.22457,11.70654,12.34164
"575",12.52653,12.08031,12.66498
"576",12.69049,12.36991,12.81071
"577",12.83465,12.53065,12.90749
"578",12.98782,12.71305,13.10638
"579",13.32359,13.15981,13.52086
"580",14.02579,13.87279,14.19569
"581",16.27098,15.91876,15.77593
"582",17.84339,17.09334,16.78949
"583",18.19102,17.39606,17.024
"584",18.55001,17.70128,17.3698
"585",18.7597,17.89745,17.5415
"586",18.51506,17.68441,17.63962
"587",18.32603,17.63274,17.67497
"588",18.6021,17.9783,18.00576
"589",19.31903,18.62616,18.70759
"590",19.2585,18.66623,18.80163
"591",18.84413,18.4358,18.55535
"592",18.67379,18.3858,18.5433
"593",17.68624,17.45608,17.53134
"594",14.20373,14.09887,14.23925
"595",13.21888,13.27713,13.7314
"596",12.83642,12.9107,13.41901
"597",12.57288,12.63151,13.16001
"598",12.77403,12.80042,13.26555
"599",12.59327,12.73612,13.61493
"600",12.14684,12.33484,13.03996
"601",10.58371,10.62185,11.2489
"602",9.661613,9.875501,10.75937
"603",9.454911,9.708828,10.56404
"604",9.142885,9.451696,10.4383
"605",8.041074,8.267612,9.080897
"606",7.257146,6.952397,7.797988
"607",10.3407,6.483909,7.632962
"608",10.01277,7.090422,8.477343
"609",7.563655,6.243979,7.044416
"610",8.927873,7.419496,8.87498
"611",6.775884,5.893197,6.644513
"612",8.869781,4.839148,5.842396
"613",10.15566,4.374848,5.634663
"614",8.466396,4.021759,4.908411
"615",7.81555,3.823469,4.69935
"616",7.736511,3.814089,4.711977
"617",7.653351,3.892861,4.735896
"618",8.038281,4.557434,5.566613
"619",10.05191,5.891531,7.294326
"620",10.60478,8.071603,10.17666
"621",11.45208,10.42944,12.24582
"622",12.5189,11.5677,12.64593
"623",12.86377,11.85495,12.38711
"624",14.59525,13.12995,13.93702
"625",16.62832,14.96161,15.39776
"626",18.42076,16.69464,16.20755
"627",19.44843,17.65944,16.53308
"628",20.80207,19.0983,17.73186
"629",21.14581,19.49648,17.82138
"630",21.39633,19.57312,18.08594
"631",22.00731,20.31874,18.81816
"632",22.40658,20.76419,19.20936
"633",22.52606,21.05199,19.46475
"634",21.56741,20.28724,19.53197
"635",21.05786,20.13578,19.71168
"636",20.87219,20.03799,19.66377
"637",19.78063,19.25632,19.27386
"638",20.94589,20.3868,20.22386
"639",21.85141,21.11403,21.12847
"640",20.61142,20.28382,20.26669
"641",19.21161,19.19074,19.3132
"642",18.30836,18.49358,18.64806
"643",16.47563,16.76303,17.22663
"644",14.83687,15.22874,15.96985
"645",13.75001,14.14565,14.9469
"646",13.01614,13.41746,14.26491
"647",12.60812,13.0816,13.83921
"648",12.76504,13.42266,14.35396
"649",12.39644,12.77071,13.41362
"650",10.48268,10.85331,11.68866
"651",9.490409,10.0079,11.20985
"652",8.612215,9.05017,9.92047
"653",8.313285,8.860902,9.909669
"654",7.944849,8.462606,9.479909
"655",7.691728,8.137897,9.167627
"656",7.50122,7.801102,8.643319
"657",6.415174,6.798353,7.828077
"658",5.803075,6.196331,7.329206
"659",5.994184,6.444463,7.454158
"660",5.28451,5.563372,6.427695
"661",4.830577,5.084339,6.012267
"662",4.944706,5.332638,6.60073
"663",4.813405,5.366859,6.927089
"664",3.924459,4.170158,5.389178
"665",7.621783,3.668294,4.953353
"666",9.394631,4.503209,6.80879
"667",7.518115,6.405707,8.705736
"668",9.23732,8.875422,11.45803
"669",11.34833,10.7132,12.39238
"670",12.51632,11.38213,12.46966
"671",14.01809,12.5028,13.41515
"672",15.55627,13.85077,14.38468
"673",17.35309,15.49096,15.56214
"674",19.08842,17.1367,16.56972
"675",20.50719,18.72852,17.61408
"676",21.26444,19.42865,18.36576
"677",21.68767,19.80758,18.9438
"678",21.92155,20.22669,19.18775
"679",22.27022,20.62662,19.45357
"680",22.76007,21.15839,20.09044
"681",22.92782,21.60765,20.33629
"682",23.00849,21.79543,21.00471
"683",22.9526,21.85795,21.25389
"684",23.0034,22.05894,21.63255
"685",22.98006,22.17982,21.79444
"686",22.53126,21.88564,21.6994
"687",22.33255,21.81427,21.76315
"688",21.76665,21.45647,21.48504
"689",21.11938,21.01637,21.09056
"690",20.2898,20.37286,20.5333
"691",18.8202,19.00446,19.40796
"692",17.00077,17.45132,18.1114
"693",15.91494,16.5208,17.24828
"694",14.91735,15.53022,16.21753
"695",14.68105,15.29752,16.0028
"696",13.28499,13.72626,14.33556
"697",11.91157,12.22407,12.91942
"698",11.55172,11.86785,12.66506
"699",11.00417,11.31831,12.12307
"700",10.187,10.58642,11.50002
"701",9.293674,9.734585,10.6851
"702",9.156022,9.496348,10.28759
"703",7.943073,8.267485,9.382092
"704",8.08915,8.645386,10.16752
"705",7.941502,8.460465,9.79815
"706",7.323205,7.494912,8.279149
"707",7.134308,7.267333,8.35379
"708",6.428838,6.587057,7.771149
"709",6.679586,6.930946,8.137395
"710",6.509228,6.741158,7.926417
"711",7.015603,7.293722,8.535916
"712",7.470412,7.563035,8.379287
"713",6.805238,6.799932,7.673352
"714",7.613318,6.738565,8.187986
"715",7.806904,7.21394,8.303048
"716",9.732591,9.237063,10.55594
"717",11.83388,11.18707,12.44941
"718",13.92573,13.03307,14.4539
"719",17.0562,15.69128,16.91591
"720",19.40122,17.88296,18.61022
"721",20.1141,18.3536,18.1047
"722",20.91818,19.07564,18.47268
"723",21.85838,20.0649,19.16885
"724",23.25653,21.3954,20.19461
"725",24.15473,22.42754,21.11475
"726",24.65347,22.94838,21.74829
"727",25.11831,23.29657,22.26824
"728",25.04209,23.41932,22.37591
"729",25.47248,23.93432,22.97345
"730",25.31923,23.82816,23.40085
"731",25.28055,23.93438,23.67076
"732",25.27608,24.06724,23.86638
"733",25.17813,24.16919,23.89349
"734",24.83311,24.00734,23.99751
"735",24.28992,23.77127,23.79766
"736",23.56693,23.28771,23.44298
"737",23.11997,23.04213,23.29982
"738",21.18732,21.24045,21.61077
"739",19.88066,19.87679,20.30697
"740",19.00827,19.08357,19.62846
"741",17.96097,18.12478,18.73762
"742",16.86887,17.09236,17.71895
"743",15.87624,15.98332,16.57457
"744",15.11413,15.24098,15.89328
"745",15.06828,15.15123,15.76674
"746",15.60008,15.66181,16.18365
"747",15.69983,15.73621,16.24302
"748",15.56735,15.58869,16.12177
"749",15.35109,15.38855,15.93108
"750",14.58414,14.57863,15.11661
"751",14.85181,14.28768,14.8498
"752",16.77205,14.14249,14.77275
"753",16.78955,13.91712,14.52864
"754",16.89972,13.48468,14.19239
"755",16.44404,13.11578,13.84161
"756",16.26261,13.08821,13.79473
"757",16.29575,13.15331,13.81179
"758",16.57233,13.148,13.7935
"759",17.03325,13.13208,13.81185
"760",17.70891,13.07994,13.8708
"761",19.70594,13.00233,13.96952
"762",19.3223,12.78128,13.52664
"763",18.73824,12.74276,13.42908
"764",20.2783,13.12093,13.9307
"765",20.51494,13.96757,14.82279
"766",17.21448,14.98583,15.74152
"767",17.91427,16.59781,17.72324
"768",19.86639,18.27999,18.33482
"769",20.59599,18.88484,19.22248
"770",21.0424,19.318,19.43474
"771",22.3113,20.73406,20.38887
"772",24.45333,22.68392,21.62047
"773",24.59998,22.88597,21.66022
"774",26.2284,24.50198,23.09383
"775",26.12512,24.52065,23.53
"776",26.21878,24.75765,24.21225
